DATA_VALUE,ITEM_CODE1,ITEM_CODE2,ITEM_CODE3,ITEM_CODE4,ITEM_NAME1,ITEM_NAME2,ITEM_NAME3,ITEM_NAME4,STAT_CODE,STAT_NAME,TIME,UNIT_NAME,WGT
255816.3,10101,,,,피용자보수,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
185399.5,10201,,,,기업 및 재산소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
46769.9,1020110,,,,a.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
5882.7,1020120,,,,a.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
132746.9,1020130,,,,a.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
441215.8,10301,,,,요소비용국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
61088,10302,,,,(＋) 생산 및 수입세 (공제)보조금,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
502303.8,10401,,,,시장가격국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
1152.1,10402,,,,(+)순수취경상이전,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
-16480.4,10501,,,,b.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
35800.1,10502,,,,b.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
-18167.6,10503,,,,b.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
503455.9,10601,,,,국민처분가능소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
30289.4,1060110,,,,c.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
102770.8,1060120,,,,c.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
370395.6,1060130,,,,c.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1999,십억원,
281092.4,10101,,,,피용자보수,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
208073.4,10201,,,,기업 및 재산소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
63663.7,1020110,,,,a.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
8106.5,1020120,,,,a.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
136303.3,1020130,,,,a.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
489165.8,10301,,,,요소비용국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
69221.6,10302,,,,(＋) 생산 및 수입세 (공제)보조금,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
558387.4,10401,,,,시장가격국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
-78.6,10402,,,,(+)순수취경상이전,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
-23323.6,10501,,,,b.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
52012.8,10502,,,,b.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
-28767.8,10503,,,,b.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",2000,십억원,
